id,retweet_count,favorite_count
834574053763584002,2601,13995
834477809192075265,10963,0
834458053273591808,1727,9849
834209720923721728,4893,21105
834167344700198914,3751,16170
834089966724603904,2184,10288
834086379323871233,2267,13391
833863086058651648,2463,13719
833826103416520705,3863,18462
833732339549220864,221,0
833722901757046785,3309,21260
833479644947025920,2106,15215
833124694597443584,4965,20673
832998151111966721,2272,13627
832769181346996225,39,0
832757312314028032,3721,17265
832682457690300417,3014,12176
832645525019123713,540,3004
832636094638288896,2869,16253
832397543355072512,2277,12244
832369877331693569,3287,17614
832273440279240704,2402,11604
832215909146226688,6401,0
832215726631055365,9648,0
832088576586297345,2,65
832040443403784192,9933,0
832032802820481025,4802,18330
831939777352105988,6320,24610
831926988323639298,34,350
831911600680497154,6708,28381
831670449226514432,1870,10724
831650051525054464,1995,7364
831552930092285952,2372,9226
831322785565769729,1591,9487
831315979191906304,1154,6709
831309418084069378,2532,12053
831262627380748289,2108,12221
830956169170665475,1539,8186
830583320585068544,17325,68693
830173239259324417,5893,0
830097400375152640,3061,10106
829878982036299777,5195,0
829861396166877184,2015,12564
829501995190984704,10963,32635
829449946868879360,2093,10757
829141528400556032,7615,25128
829011960981237760,16830,54553
828801551087042563,3522,0
828770345708580865,6066,26293
828708714936930305,11600,37624
828650029636317184,1404,9782
828409743546925057,1198,6510
828408677031882754,1336,7903
828381636999917570,2291,12985
828376505180889089,1109,7605
828372645993398273,3044,12920
828361771580813312,176,2267
828046555563323392,2954,12104
828011680017821696,2219,10645
827933404142436356,5419,20697
827653905312006145,3102,15917
827600520311402496,974,7637
827324948884643840,3158,16307
827199976799354881,2314,10884
826958653328592898,5195,22194
826848821049180160,10546,37501
826615380357632002,4114,0
826598799820865537,264,5267
826598365270007810,2431,10350
826476773533745153,4360,18974
826240494070030336,2699,13685
826204788643753985,961,5025
826115272272650244,3241,16117
825876512159186944,1943,10760
825829644528148480,2577,13120
825535076884762624,17920,53820
825147591692263424,4713,18878
825120256414846976,1319,0
825026590719483904,1319,6532
824796380199809024,5696,0
824775126675836928,3654,15394
824663926340194305,1804,10411
824325613288833024,10874,12182
824297048279236611,4011,15559
824025158776213504,615,4959
823939628516474880,2810,10967
823719002937630720,11645,0
823699002998870016,2612,14393
823581115634085888,2731,13442
823333489516937216,26,718
823322678127919110,4182,16242
823269594223824897,10281,0
822975315408461824,3575,17862
822872901745569793,45067,136337
822859134160621569,2383,13696
822647212903690241,6662,0
822610361945911296,3063,15270
822489057087389700,6662,18773
822462944365645825,15004,29170
822244816520155136,10281,36182
822163064745328640,4991,0
821886076407029760,2416,11717
821813639212650496,3482,0
821765923262631936,1717,8700
821522889702862852,1841,8294
821421320206483457,5826,0
821407182352777218,4511,12189
821153421864615936,10,264
821149554670182400,2085,8981
821107785811234820,2220,9912
821044531881721856,2373,13077
820837357901512704,7021,0
820749716845686786,10304,32630
820690176645140481,3369,12623
820494788566847489,590,0
820446719150292993,2683,0
820314633777061888,590,3456
820078625395449857,6530,20511
820013781606658049,1234,0
819952236453363712,1234,5514
819924195358416896,5064,13344
819711362133872643,3245,13914
819588359383371776,2061,9956
819347104292290561,1255,7470
819238181065359361,422,2364
819227688460238848,7021,23912
819015337530290176,38373,0
819015331746349057,19724,0
819006400881917954,19724,46863
819004803107983360,38373,90011
818646164899774465,21858,0
818627210458333184,7859,23198
818614493328580609,2683,10200
818588835076603904,6400,0
818536468981415936,2581,11316
818307523543449600,8468,0
818259473185828864,2382,11418
818145370475810820,2689,12730
817908911860748288,833,5035
817827839487737858,28245,53665
817777686764523521,2814,11125
817536400337801217,3118,12224
817502432452313088,3531,0
817423860136083457,15440,35258
817415592588222464,1003,5814
817181837579653120,8839,0
817171292965273600,2109,9072
817120970343411712,2716,12661
817056546584727552,1716,8904
816829038950027264,4915,0
816816676327063552,2132,10395
816697700272001025,2290,10160
816450570814898180,8468,31688
816336735214911488,2035,8932
816091915477250048,2238,9267
816062466425819140,1076,0
816014286006976512,5514,0
815990720817401858,1076,5158
815966073409433600,8839,23272
815745968457060357,4330,0
815736392542261248,2370,10217
815639385530101762,1720,8538
815390420867969024,3982,10764
814986499976527872,1337,7951
814638523311648768,2828,11714
814578408554463233,6101,0
814530161257443328,1939,8989
814153002265309185,9071,29916
813944609378369540,3332,0
813910438903693312,1955,9667
813812741911748608,14623,37845
813800681631023104,1842,8661
813217897535406080,7640,19419
813202720496779264,1885,9582
813187593374461952,4571,20647
813172488309972993,2012,9669
813157409116065792,2319,8078
813142292504645637,2481,8804
813130366689148928,470,4653
813127251579564032,3269,12334
813112105746448384,2882,10729
813096984823349248,3787,10954
813081950185472002,2895,10275
813066809284972545,2043,8293
813051746834595840,7701,21790
812781120811126785,2002,7888
812709060537683968,1495,6888
812503143955202048,1282,6312
812466873996607488,2019,8290
812372279581671427,3843,14245
811985624773361665,1469,7557
811744202451197953,1675,7850
811647686436880384,780,5830
811627233043480576,3242,13301
811386762094317568,6687,21768
810984652412424192,1513,5562
810896069567610880,1855,9397
810657578271330305,2782,11436
810284430598270976,11891,36759
810254108431155201,3522,15291
809920764300447744,4114,16126
809808892968534016,5137,0
809448704142938112,1534,7236
809220051211603969,5893,20748
809084759137812480,3700,13778
808838249661788160,3197,10529
808733504066486276,2275,8254
808501579447930884,2733,11764
808344865868283904,21858,44354
808134635716833280,6225,0
808106460588765185,2318,9140
808001312164028416,3705,13091
807621403335917568,3828,15200
807106840509214720,58266,123538
807059379405148160,7699,0
807010152071229440,4044,13613
806629075125202948,36415,78053
806620845233815552,5804,0
806576416489959424,2038,5082
806542213899489280,2476,10654
806242860592926720,12219,0
806219024703037440,1245,6709
805958939288408065,5636,0
805932879469572096,2012,8621
805826884734976000,1919,6848
805823200554876929,8436,0
805520635690676224,1729,5989
805487436403003392,2657,9156
805207613751304193,1798,8137
804738756058218496,4028,14288
804475857670639616,2111,6396
804413760345620481,3380,0
804026241225523202,16949,46478
803773340896923648,2893,10481
803692223237865472,7796,0
803638050916102144,4329,11424
803380650405482500,1951,8099
803321560782307329,5578,0
803276597545603072,2586,10471
802952499103731712,2105,9407
802624713319034886,3056,0
802600418706604034,1541,7409
802572683846291456,2630,9336
802323869084381190,6123,16902
802265048156610565,1432,7033
802239329049477120,2735,9462
802185808107208704,280,0
801958328846974976,1789,8062
801854953262350336,249,1848
801538201127157760,2169,8554
801285448605831168,863,6312
801167903437357056,6225,25560
801127390143516673,4145,0
801115127852503040,2207,8427
800859414831898624,100,718
800855607700029440,1695,0
800751577355128832,2925,10991
800513324630806528,3149,13705
800459316964663297,2268,9905
800443802682937345,4536,0
800388270626521089,2944,11638
800188575492947969,4153,0
800141422401830912,2683,15970
800018252395122689,13827,29641
799774291445383169,4919,0
799757965289017345,2267,8770
799422933579902976,2020,8406
799308762079035393,5754,0
799297110730567681,2899,10319
799063482566066176,2592,8434
798933969379225600,4711,13689
798925684722855936,1504,7791
798705661114773508,6952,0
798701998996647937,8179,0
798697898615730177,6825,0
798694562394996736,5217,0
798686750113755136,2446,0
798682547630837760,4947,0
798673117451325440,5822,0
798665375516884993,4095,0
798644042770751489,1949,0
798628517273620480,2067,0
798585098161549313,5993,0
798576900688019456,6123,0
798340744599797760,3527,0
798209839306514432,2686,10852
797971864723324932,3275,12128
797545162159308800,5105,15160
797236660651966464,6950,20840
797165961484890113,28,234
796904159865868288,9356,0
796865951799083009,2010,8020
796759840936919040,3212,12380
796563435802726400,7659,0
796484825502875648,1850,7913
796387464403357696,4357,11485
796177847564038144,15019,0
796149749086875649,15019,33729
796125600683540480,1889,5174
796116448414461957,2535,9521
796080075804475393,2430,8827
796031486298386433,3892,11284
795464331001561088,24901,51892
795400264262053889,3032,10530
795076730285391872,5696,16924
794983741416415232,3534,0
794926597468000259,2423,10731
794355576146903043,10824,0
794332329137291264,2794,9996
794205286408003585,3487,9615
793962221541933056,5137,17550
793845145112371200,1966,9626
793614319594401792,3280,0
793601777308463104,1702,8330
793500921481273345,2494,11158
793286476301799424,9648,25677
793271401113350145,2508,9071
793256262322548741,8765,20869
793241302385262592,3447,10985
793226087023144960,3018,10278
793210959003287553,2938,9318
793195938047070209,5909,15950
793180763617361921,2103,7241
793165685325201412,2923,9834
793150605191548928,1788,6453
793135492858580992,2607,6748
793120401413079041,4106,13247
792913359805018113,4177,14978
792883833364439040,4481,11800
792773781206999040,1766,7673
792394556390137856,4506,14023
792050063153438720,1894,7488
791821351946420224,22106,0
791784077045166082,10077,0
791780927877898241,3995,0
791774931465953280,23298,47068
791672322847637504,3280,12258
791406955684368384,4330,13694
791312159183634433,2657,9165
791026214425268224,4298,0
790987426131050500,2236,10296
790946055508652032,4915,17384
790723298204217344,2429,0
790698755171364864,2015,8568
790581949425475584,7531,21555
790337589677002753,1968,8159
790277117346975746,3332,13105
790227638568808452,3751,0
789986466051088384,2429,9648
789960241177853952,4322,0
789903600034189313,4326,10831
789628658055020548,1867,7843
789599242079838210,2018,7059
789530877013393408,3534,12272
789314372632018944,2398,9002
789280767834746880,5180,0
789268448748703744,2720,9506
789137962068021249,2937,10124
788908386943430656,13041,28574
788765914992902144,10824,28579
788552643979468800,7559,0
788412144018661376,5515,16230
788178268662984705,2196,7543
788150585577050112,1354,6394
788070120937619456,3597,0
788039637453406209,1383,6407
787810552592695296,3211,9043
787717603741622272,2914,10666
787397959788929025,2976,11317
787322443945877504,1825,8119
787111942498508800,7051,0
786963064373534720,8340,27713
786729988674449408,2522,0
786709082849828864,6401,18988
786664955043049472,2669,11081
786595970293370880,3266,9808
786363235746385920,3676,11355
786286427768250368,2992,8300
786233965241827333,4991,15909
786051337297522688,160,1487
786036967502913536,7378,0
785927819176054784,3319,11863
785872687017132033,1915,6968
785639753186217984,2328,8150
785533386513321988,2087,9484
785515384317313025,1323,6363
785264754247995392,1708,7554
785170936622350336,5071,12558
784826020293709826,3380,10540
784517518371221505,2657,9338
784431430411685888,1342,5940
784183165795655680,8436,20932
784057939640352768,11645,31030
783839966405230592,11265,31232
783821107061198850,2048,7658
783695101801398276,3355,10874
783466772167098368,2342,8795
783391753726550016,5750,17559
783347506784731136,5834,0
783334639985389568,12219,30332
783085703974514689,2316,8480
782969140009107456,7699,25091
782747134529531904,1464,7781
782722598790725632,5636,17953
782598640137187329,1965,8101
782305867769217024,5826,17320
782021823840026624,6478,0
781955203444699136,3514,11566
781661882474196992,2829,10864
781655249211752448,1171,4159
781524693396357120,5804,21569
781308096455073793,2660,7421
781251288990355457,2174,8762
781163403222056960,2855,10170
780931614150983680,7659,22457
780858289093574656,2091,7472
780800785462489090,1364,5710
780601303617732608,3482,12593
780543529827336192,1807,6550
780496263422808064,3860,0
780476555013349377,119,0
780459368902959104,1120,5492
780192070812196864,2335,9047
780092040432480260,2403,0
780074436359819264,5183,12693
779834332596887552,7378,19674
779377524342161408,3233,9151
779124354206535695,19144,0
779056095788752897,4714,15343
778990705243029504,7530,20772
778774459159379968,10359,0
778764940568104960,381,897
778748913645780993,1370,7159
778650543019483137,1571,5989
778624900596654080,1053,4811
778408200802557953,4520,14165
778396591732486144,12738,0
778383385161035776,1143,6065
778286810187399168,3432,10798
778039087836069888,2745,8807
778027034220126208,1684,6795
777953400541634568,3682,0
777885040357281792,1696,6605
777684233540206592,3056,11637
777641927919427584,4405,0
777621514455814149,2595,9091
777189768882946048,4473,14825
776819012571455488,14269,0
776813020089548800,1263,5070
776477788987613185,2887,9175
776249906839351296,9514,0
776218204058357768,16552,31064
776201521193218049,2619,9962
776113305656188928,4536,12170
776088319444877312,158,1907
775898661951791106,17204,0
775842724423557120,2777,12151
775733305207554048,4145,14347
775729183532220416,4768,13402
775364825476165632,3098,7684
775350846108426240,4064,10534
775085132600442880,4919,16117
774757898236878852,1850,8880
774639387460112384,1791,6967
774314403806253056,5754,22547
773985732834758656,4032,11109
773922284943896577,1815,6624
773704687002451968,1692,6848
773670353721753600,1351,5523
773547596996571136,6400,22886
773336787167145985,5289,0
773308824254029826,7759,24085
773247561583001600,3366,9761
773191612633579521,4295,10348
772877495989305348,4023,8869
772826264096874500,2439,8318
772615324260794368,3507,0
772581559778025472,1754,6724
772193107915964416,1443,6251
772152991789019136,1166,3932
772117678702071809,767,3905
772114945936949249,485,2807
772102971039580160,964,4141
771908950375665664,1973,6805
771770456517009408,3527,12419
771500966810099713,2703,8549
771380798096281600,5289,10862
771171053431250945,7805,0
771136648247640064,3032,9469
771102124360998913,1486,6458
771014301343748096,1711,7119
771004394259247104,224,0
770787852854652928,1248,5103
770772759874076672,1467,5362
770655142660169732,1817,7562
770414278348247044,2165,6525
770293558247038976,1536,6458
770093767776997377,3162,0
770069151037685760,2376,7832
769940425801170949,9933,32455
769695466921623552,1719,6613
769335591808995329,8001,0
769212283578875904,1775,5590
768970937022709760,6756,14894
768909767477751808,2785,0
768855141948723200,922,4345
768609597686943744,1246,4254
768596291618299904,1329,5214
768554158521745409,6041,0
768473857036525572,3553,14088
768193404517830656,3682,11257
767884188863397888,1441,4922
767754930266464257,5578,16560
767500508068192258,2420,7729
767191397493538821,3913,12683
767122157629476866,2954,10486
766864461642756096,5853,0
766793450729734144,1400,5247
766714921925144576,390,2686
766693177336135680,822,4151
766423258543644672,1652,6208
766313316352462849,1949,7009
766078092750233600,2715,0
766069199026450432,886,4383
766008592277377025,516,3874
765719909049503744,2219,7485
765669560888528897,1261,5360
765395769549590528,3501,27363
765371061932261376,2235,7311
765222098633691136,3507,12005
764857477905154048,1832,6655
764259802650378240,1558,6224
763956972077010945,57,773
763837565564780549,4298,12993
763183847194451968,1529,5554
763167063695355904,3131,0
763103485927849985,2360,7587
762699858130116608,3751,12544
762471784394268675,6671,11608
762464539388485633,4322,10634
762316489655476224,1157,4959
762035686371364864,16108,32931
761976711479193600,2073,5559
761750502866649088,4063,0
761745352076779520,884,4397
761672994376806400,30077,51041
761599872357261312,1221,4254
761371037149827077,18670,0
761334018830917632,1501,5358
761292947749015552,1124,4606
761227390836215808,1616,5465
761004547850530816,3597,11675
760893934457552897,1006,3924
760656994973933572,1974,6812
760641137271070720,1331,5113
760539183865880579,3744,7818
760521673607086080,1442,4359
760290219849637889,11884,27629
760252756032651264,899,4061
760190180481531904,1867,5867
760153949710192640,31,0
759943073749200896,2148,6116
759923798737051648,5853,15116
759846353224826880,2036,6915
759793422261743616,1959,6145
759566828574212096,21771,0
759557299618865152,1218,4846
759447681597108224,2522,8753
759446261539934208,501,1721
759197388317847553,2011,6246
759159934323924993,1205,0
759099523532779520,4303,14934
759047813560868866,2098,6685
758854675097526272,923,3654
758828659922702336,3967,11520
758740312047005698,1657,5898
758474966123810816,1029,3923
758467244762497024,2292,4947
758405701903519748,1974,5352
758355060040593408,1112,3515
758099635764359168,10359,19704
758041019896193024,385,2785
757741869644341248,3358,7071
757729163776290825,8264,0
757725642876129280,1248,4661
757611664640446465,1141,4693
757597904299253760,306,0
757596066325864448,1082,4460
757400162377592832,7059,15575
757393109802180609,1792,5993
757354760399941633,1472,4659
756998049151549440,2043,6463
756939218950160384,2068,6834
756651752796094464,1349,5208
756526248105566208,3701,10705
756303284449767430,1125,4063
756288534030475264,17978,44030
756275833623502848,1576,6607
755955933503782912,2963,7538
755206590534418437,5501,16919
755110668769038337,11428,21828
754874841593970688,8180,0
754856583969079297,2604,7075
754747087846248448,540,2652
754482103782404096,2009,5460
754449512966619136,747,3861
754120377874386944,2425,8080
753655901052166144,2225,5997
753420520834629632,3668,8143
753398408988139520,1969,5932
753375668877008896,2403,7861
753298634498793472,5886,0
753294487569522689,1071,3475
753039830821511168,21569,38127
753026973505581056,1001,4021
752932432744185856,7051,12986
752917284578922496,1625,7085
752701944171524096,2960,0
752682090207055872,1642,6151
752660715232722944,1606,4514
752568224206688256,2352,5674
752519690950500352,3535,7555
752334515931054080,1137,3921
752309394570878976,16846,0
752173152931807232,1886,6100
751950017322246144,950,3149
751937170840121344,1375,5331
751830394383790080,2005,5949
751793661361422336,2978,6006
751598357617971201,3118,8123
751583847268179968,1139,4517
751538714308972544,1299,5175
751456908746354688,1026,3293
751251247299190784,6047,12841
751205363882532864,1876,6485
751132876104687617,1332,5194
750868782890057730,1416,4911
750719632563142656,5180,13531
750506206503038976,1175,4556
750429297815552001,4405,13514
750383411068534784,1180,4674
750381685133418496,29,723
750147208377409536,986,3189
750132105863102464,1330,3720
750117059602808832,1349,4443
750101899009982464,864,3123
750086836815486976,553,2222
750071704093859840,3427,8070
750056684286914561,921,3235
750041628174217216,636,3258
750026558547456000,807,2783
750011400160841729,932,3320
749996283729883136,840,3144
749981277374128128,2519,5240
749774190421639168,1354,4772
749417653287129088,1689,6251
749403093750648834,550,2693
749395845976588288,3541,8820
749317047558017024,2282,5626
749075273010798592,2126,5891
749064354620928000,1558,4915
749036806121881602,809,3183
748977405889503236,3490,11016
748932637671223296,2323,5975
748705597323898880,971,2837
748699167502000129,1639,4861
748692773788876800,1357,4344
748575535303884801,2029,6218
748568946752774144,680,2246
748346686624440324,1260,5344
748337862848962560,4204,7854
748324050481647620,779,3773
748307329658011649,725,3756
748220828303695873,8005,14499
747963614829678593,2199,5905
747933425676525569,2608,6778
747885874273214464,1003,3022
747844099428986880,767,2882
747816857231626240,1191,4960
747651430853525504,159,1417
747648653817413632,5992,13222
747600769478692864,562,2377
747594051852075008,1073,3778
747512671126323200,1638,5672
747461612269887489,1062,3964
747439450712596480,1959,5561
747242308580548608,2956,0
747219827526344708,1615,5406
747204161125646336,939,3462
747103485104099331,4068,9802
746906459439529985,307,2963
746872823977771008,2177,6119
746818907684614144,1774,5425
746790600704425984,1632,4986
746757706116112384,3995,9790
746726898085036033,1838,6192
746542875601690625,1914,5158
746521445350707200,1007,0
746507379341139972,1102,4756
746369468511756288,1669,6323
746131877086527488,2258,7077
746056683365994496,824,3628
745789745784041472,1092,4108
745712589599014916,2381,7158
745433870967832576,2596,7242
745422732645535745,2491,8792
745314880350101504,2824,7338
745074613265149952,3596,8014
745057283344719872,2324,7401
744995568523612160,635,3031
744971049620602880,2748,8063
744709971296780288,1602,5737
744334592493166593,2174,6935
744234799360020481,79876,159895
744223424764059648,374,1714
743980027717509120,1118,4259
743895849529389061,979,3720
743835915802583040,2134,0
743609206067040256,1406,4579
743595368194129920,6702,18824
743545585370791937,961,3613
743510151680958465,3795,8079
743253157753532416,1251,4318
743222593470234624,1939,6337
743210557239623680,1401,3931
742534281772302336,3640,7212
742528092657332225,2022,4525
742465774154047488,3972,7417
742423170473463808,3860,10016
742385895052087300,2016,6944
742161199639494656,1410,4442
742150209887731712,1577,5252
741793263812808706,1539,4648
741743634094141440,2826,8344
741438259667034112,850,3751
741303864243200000,3289,8966
741099773336379392,5629,10216
741067306818797568,3162,9680
740995100998766593,2805,6508
740711788199743490,958,3481
740699697422163968,798,2905
740676976021798912,6952,18524
740373189193256964,13575,35664
740365076218183684,439,2514
740359016048689152,877,3359
740214038584557568,2006,6824
739979191639244800,6041,20364
739932936087216128,1100,4126
739844404073074688,872,3886
739623569819336705,1381,3860
739606147276148736,1685,5474
739544079319588864,21771,40374
739485634323156992,2992,7304
739238157791694849,59210,118112
738891149612572673,6,112
738885046782832640,1164,3843
738883359779196928,810,3375
738537504001953792,1580,5192
738402415918125056,858,3305
738184450748633089,1238,4408
738166403467907072,3446,8949
738156290900254721,660,2560
737826014890496000,1802,5373
737800304142471168,3539,10180
737678689543020544,1356,5137
737445876994609152,4549,10466
737322739594330112,826,3670
737310737551491075,7549,14963
736736130620620800,1766,4374
736392552031657984,7559,18046
736365877722001409,1271,4056
736225175608430592,2834,8267
736010884653420544,3054,8038
735991953473572864,1175,3666
735648611367784448,1126,4095
735635087207878657,2389,6295
735274964362878976,5148,13239
735256018284875776,898,3399
735137028879360001,989,3186
734912297295085568,530,2795
734787690684657664,6400,12784
734776360183431168,555,2552
734559631394082816,403,1511
733828123016450049,799,3632
733822306246479872,1035,3735
733482008106668032,963,3200
733460102733135873,1306,4282
733109485275860992,17204,51105
732732193018155009,546,2486
732726085725589504,904,3603
732585889486888962,787,3737
732375214819057664,2563,8224
